"","SYMBOL","GSM2211605","GSM2211606","GSM2211607","GSM2211608","GSM2211609","GSM2211610","GSM2211611","GSM2211612","GSM2211613","GSM2211614"
"31462","CIAPIN1",1314,1365,1270,1039,1168,1173,1010,959,725,900
"31463","PSMC3",4658,4866,4837,4452,5147,5329,5901,4775,5748,6650
"31464","VPS35L",564,573,512,577,591,635,678,770,658,811
"31465","PDXP",1154,1081,956,978,1065,1148,1360,1182,1636,2158
"31466","SLC17A7",197,191,156,263,267,283,397,348,370,464
"31467","RSRP1",931,1006,824,1216,1299,1186,1107,1127,1019,1226
"31468","ANKMY2",356,400,357,340,369,333,417,484,320,437
"31469","RARS2",513,538,462,774,829,757,746,799,727,1093
"31470","PSMC4",2386,2343,2269,2201,2368,2307,2529,2222,2136,2859
"31471","TWSG1",2078,2343,1979,1537,1743,1513,2423,2708,1605,2072
"31472","PLSCR2",0,0,1,1,0,1,0,0,2,0
"31473","PLSCR3",421,379,327,270,245,275,335,286,204,244
"31474","PSMC5",5404,5279,5174,4532,5242,4996,5283,4968,4600,5719
"31475","UTP3",1294,1202,1293,1762,1922,1922,1725,1841,1853,2403
"31476","CHRNA10",37,54,35,48,68,51,62,34,66,67
"31477","DAZ3",0,0,0,0,0,0,0,0,0,0
"31478","DAZ2",0,0,0,0,0,0,0,0,0,0
"31479","TBX20",1,1,0,0,1,0,12,4,3,4
"31480","PSMC6",2982,3166,2900,3297,3653,3518,3550,4052,3436,4606
"31481","PCBP4",2289,2156,1988,1870,1866,2080,2528,2022,1888,2311
"31482","HYMAI",40,36,32,21,21,28,36,35,25,39
"31483","DDX24",1438,1433,1386,1622,1769,1766,2116,2046,2369,2950
"31484","PSMD1",5231,5303,5216,6083,6889,6639,6200,6427,6883,8804
"31485","PSMD2",15875,14986,14945,14431,16092,16602,13998,13038,14758,17716
"31486","KNL1",1895,2034,1778,1358,1555,1433,2262,2688,1551,2165
"31487","SLC17A6",0,0,0,0,0,0,0,0,0,0
"31488","AGTRAP",822,804,689,853,848,914,744,653,798,1010
"31489","PLSCR4",80,70,79,36,45,31,103,108,54,67
"31490","ENTPD7",672,691,623,1016,1166,981,767,863,797,1081
"31491","PSMD3",5843,5429,5490,5321,5848,6000,5605,4721,5983,7220
"31492","CASS4",55,56,58,46,65,72,30,20,36,32
"31493","PCNP",3653,3803,3704,5126,5406,4893,4022,4403,3846,5065
"31494","TRIM49",1,2,1,2,0,0,0,0,0,1
"31495","CPA6",2,1,2,2,1,0,0,2,1,1
"31496","PITHD1",848,784,836,932,1092,1034,927,976,1126,1540
"31497","RPGRIP1",4,7,6,12,12,16,12,7,11,19
"31498","PARP11",295,322,272,320,337,329,321,357,226,339
"31499","AVEN",279,268,231,223,228,226,339,357,219,336
"31500","BACH1",1978,1977,1880,2222,2324,2239,2558,2910,2413,3050
"31501","PSMD4",3853,3758,3861,3899,4125,4300,3835,3462,3942,4701
"31502","ANO2",310,331,326,279,296,297,117,137,88,111
"31503","C12orf4",573,624,622,761,925,931,524,644,565,764
"31504","TIGAR",1573,1685,1461,3713,3930,3707,575,615,488,606
"31505","PNPLA2",777,759,614,856,801,918,829,628,865,1001
"31506","CYSLTR2",1,1,0,0,1,2,2,0,1,0
"31507","NAT14",387,403,310,259,252,251,388,354,260,330
"31508","PDSS2",311,315,267,365,425,426,338,376,382,516
"31509","REXO4",913,935,872,964,1033,998,1085,1016,1184,1501
"31510","PSMD5",984,1070,905,1055,1154,1062,1118,1258,887,1330
"31511","PLAAT1",189,180,191,212,233,247,229,203,252,305
"31512","RAB25",1,3,2,3,3,3,1,2,4,3
"31513","TRPC7",3,2,2,5,1,3,2,0,2,3
"31514","PGLYRP4",0,0,0,0,0,0,0,0,0,0
"31515","ZNF695",149,160,139,144,133,128,267,308,276,349
"31516","INTS12",394,403,464,496,538,516,582,570,567,762
"31517","CAMK1D",528,559,497,314,283,316,554,542,474,570
"31518","EPPIN",0,0,0,0,0,0,0,0,0,0
"31519","GOPC",1130,1259,1071,1024,1117,1056,1516,1824,1078,1594
"31520","LPAR5",123,143,116,89,96,76,49,42,25,38
"31521","NUP107",1442,1619,1479,1453,1630,1529,1877,1968,1840,2459
"31522","CD248",11,9,16,3,3,2,185,156,66,43
"31523","PLXDC1",46,48,31,86,88,84,46,42,67,94
"31524","CD177",24,20,30,75,86,93,3,14,69,69
"31525","RHBG",1,4,2,3,2,2,0,1,7,6
"31526","LYRM4",407,407,367,432,506,530,428,436,487,641
"31527","MRPL47",971,1067,988,1086,1349,1263,1347,1440,1231,1848
"31528","PSMD7",3245,3305,3152,3055,3389,3258,3324,3227,2906,3792
"31529","ATP13A1",508,447,439,451,456,489,416,343,393,512
"31530","CHMP1B",883,945,881,1478,1583,1554,1434,1380,1398,1852
"31531","MAN1C1",90,91,73,78,82,89,167,160,183,218
"31532","DAZ4",0,0,0,0,0,0,0,0,0,0
"31533","APMAP",3988,4188,3677,4007,4520,4316,4192,3821,3871,4785
"31534","RGL3",0,0,0,0,0,0,0,0,0,0
"31535","PSMD8",3881,3817,3530,4173,4583,4740,4197,3747,4540,5931
"31536","RNPEPL1",956,864,724,778,750,832,935,714,816,979
"31537","RTN4",6650,6644,6078,8495,9104,9658,5560,5743,7628,9823
"31538","ADCK1",121,125,99,112,121,117,80,89,80,92
"31539","PAK5",10,21,17,17,14,14,23,23,10,16
"31540","LDAF1",285,286,267,372,412,433,276,316,387,555
"31541","SCYL3",303,349,318,352,352,342,425,418,326,478
"31542","RALGAPB",2281,2353,2157,3440,3735,3447,2836,2998,2655,3565
"31543","LYRM1",315,265,251,360,386,407,245,286,270,349
"31544","PSMD9",849,836,802,742,941,876,875,717,808,1024
"31545","SMIM8",102,112,87,108,116,114,143,155,91,129
"31546","LYZL6",0,0,1,0,0,0,0,0,0,0
"31547","SLURP1",0,0,0,0,0,0,0,0,0,0
"31548","SLC44A2",1017,955,919,859,889,898,1229,1103,1052,1316
"31549","SMURF1",2146,2068,1923,2624,2951,2983,1547,1368,1902,2371
"31550","TMEM63C",243,244,217,245,280,242,419,371,326,408
"31551","PHTF2",1651,1765,1548,1392,1550,1475,2673,3046,2153,2942
"31552","JPH2",170,169,144,69,96,92,205,151,93,116
"31553","TRIM54",37,35,27,82,88,103,38,33,62,66
"31554","PSMD10",545,617,514,671,726,708,603,686,649,916
"31555","PELI2",311,317,274,467,458,492,764,841,789,1052
"31556","PELI1",338,334,317,485,517,519,456,522,614,793
"31557","GJC2",18,12,13,7,5,13,31,21,20,23
"31558","SALL4",320,261,276,248,249,269,171,194,122,135
"31559","ASPHD2",403,424,372,310,334,324,499,428,378,475
"31560","ZNFX1",2453,2427,2444,3316,3659,3680,2459,2471,2450,3065
"31561","PSMD11",3954,4019,3841,4370,4810,4763,4422,4285,4943,6452
"31562","DOLPP1",440,427,423,478,487,554,529,456,502,698
"31563","CAMK1G",10,25,12,13,12,8,22,10,18,14
"31564","CORO1B",1889,1694,1526,1565,1536,1694,1709,1337,1427,1739
"31565","VARS2",1350,1278,1188,1275,1321,1349,1277,1084,1259,1653
"31566","ZMIZ1",2798,2627,2252,1887,2008,2030,3897,3398,3109,4090
"31567","KIAA1191",2185,2219,2004,2588,2872,2763,2653,2684,2758,3651
"31568","PSMD12",2315,2442,2353,2266,2527,2395,2849,3227,2512,3467
"31569","ACTR3B",51,53,48,74,74,73,28,43,46,53
"31570","SLC39A10",1535,1593,1469,1700,1900,1899,1817,1973,1522,2023
"31571","ANKRD50",1093,1054,1053,1273,1302,1360,1199,1312,1194,1484
"31572","FAM219B",348,329,312,413,441,454,421,363,392,536
"31573","NIPAL3",673,656,593,1505,1636,1602,529,482,787,976
"31574","RALGAPA2",783,847,744,1098,1169,1249,1173,1192,1300,1700
"31575","THOC2",1106,1151,1069,1348,1513,1293,1508,1793,1468,1907
"31576","ADAMTSL3",273,241,228,294,309,304,422,356,336,479
"31577","DENND11",809,865,771,788,798,822,955,947,669,889
"31578","PSMD13",2229,2174,2069,2346,2634,2548,2431,2385,2482,3124
"31579","SELENON",4373,4211,3784,4364,4503,4640,4915,4252,4531,6010
"31580","VN1R1",6,6,6,5,11,3,10,8,6,10
"31581","MCOLN1",323,291,300,484,424,460,321,249,439,513
"31582","ATP10A",16,9,9,2,2,2,3,3,0,0
"31583","ATP8B2",1658,1696,1487,1529,1622,1538,1749,1599,1424,1792
"31584","BAD",694,606,552,550,583,607,714,569,634,930
"31585","PSME1",1476,1517,1394,1074,1126,1077,1550,1585,1105,1282
"31586","ATP10D",609,609,610,504,572,525,558,566,365,433
"31587","ZNF248",413,424,397,458,514,453,568,611,459,648
"31588","PSME2",1370,1494,1354,1203,1284,1270,1546,1493,1230,1539
"31589","SLC45A4",233,223,191,343,359,387,311,257,406,481
"31590","ADGRG6",352,355,347,510,602,593,263,315,373,535
"31591","TP73-AS1",387,386,370,520,555,560,419,425,601,778
"31592","SPRYD7",230,229,247,313,338,328,236,223,244,349
"31593","CEMIP",59,53,43,52,89,72,71,46,62,85
"31594","THAP11",860,788,718,571,573,651,643,562,587,668
"31595","VANGL2",1550,1533,1357,1890,1937,2012,1556,1456,1807,2199
"31596","TTC7A",685,697,623,482,496,523,651,592,568,694
"31597","ARFGEF3",865,807,740,1005,1104,1000,720,687,744,1012
"31598","ERGIC1",3940,3853,3719,2682,2779,3014,3901,3381,3097,3915
"31599","PPP4R3B",2545,2834,2497,2805,3077,2896,3954,4607,3424,4601
"31600","NHSL1",199,179,172,325,347,359,267,242,304,429
"31601","LYRM2",586,647,576,590,624,629,848,925,596,779
"31602","SMAGP",475,482,457,569,656,658,370,370,451,664
"31603","PSPH",528,588,487,872,929,882,761,783,857,1118
"31604","SNX14",775,821,727,922,1053,977,917,1142,802,1050
"31605","ZNF630",70,88,63,151,136,160,105,99,99,140
"31606","LINC00869",148,147,140,126,126,128,148,128,138,150
"31607","PTAFR",25,35,21,34,42,44,27,28,31,36
"31608","PTBP1",7216,7085,6316,5922,6365,6559,7498,6583,7079,9169
"31609","PGM5-AS1",1,2,2,1,1,0,0,1,2,2
"31610","TAS2R38",0,0,0,0,0,1,1,0,0,0
"31611","PTCH1",974,976,847,646,715,665,1430,1199,928,1157
"31612","PTEN",893,950,885,1196,1224,1174,1533,1777,1273,1675
"31613","SLC4A10",3,1,3,2,4,3,3,1,2,4
"31614","IGHV7-4-1",0,0,0,0,0,0,0,0,0,0
"31615","PTGDR",0,0,0,0,0,1,1,1,1,1
"31616","DANCR",1957,1870,1983,1899,2333,2144,2428,2291,2148,2902
"31617","BAG1",815,765,696,1334,1545,1583,840,814,1618,2204
"31618","PTGDS",0,0,2,1,0,0,0,1,1,0
"31619","PTGER1",4,1,3,3,4,4,3,0,5,7
"31620","PTGER2",47,40,38,22,29,16,160,131,77,56
"31621","KAT14",306,335,328,288,337,330,483,516,414,496
"31622","PBXIP1",783,723,694,1186,1109,1111,970,781,947,1096
"31623","PTGER3",9,16,8,12,12,6,18,18,14,17
"31624","CBX8",317,341,290,274,263,244,337,265,258,351
"31625","RCN3",1159,1099,966,952,1071,1063,1286,1021,1188,1400
"31626","ZNF286A",358,350,334,400,446,378,895,992,800,1068
"31627","ZNF287",113,131,101,159,199,171,322,350,268,368
"31628","SENP7",443,451,401,548,608,566,595,702,535,694
"31629","JPH3",2312,2353,1861,1391,1444,1443,2602,2165,1897,2288
"31630","PTGER4",4,5,1,2,4,8,1,2,4,3
"31631","ZNF304",355,290,341,531,558,493,356,393,478,652
"31632","TTYH1",391,321,299,312,302,314,241,150,290,329
"31633","GJD2",0,0,0,0,0,0,0,0,0,0
"31634","PTGFR",87,90,90,68,56,59,71,99,64,70
"31635","AICDA",0,0,1,0,0,2,0,0,1,0
"31636","PTGFRN",2252,2312,2068,2312,2622,2551,1547,1417,1694,2178
"31637","MRS2",435,461,397,507,550,529,382,433,400,537
"31638","RHOJ",76,54,77,142,146,179,41,55,111,126
"31639","PTGIR",876,797,802,620,694,660,1261,1053,931,1358
"31640","CLTRN",7,9,8,9,9,7,1,0,6,3
"31641","CLK4",255,279,231,333,348,326,299,288,314,366
"31642","PTGIS",226,248,186,72,97,80,392,341,153,200
"31643","CLLU1-AS1",0,0,0,0,0,0,0,0,0,0
"31644","S100A14",3,2,2,4,0,2,1,1,3,3
"31645","CLLU1",0,0,0,0,2,0,0,0,0,0
"31646","DUSP5P1",67,57,46,40,43,59,106,107,81,86
"31647","RAB22A",1651,1702,1552,2218,2428,2458,2140,2290,2208,2940
"31648","MIR362",0,0,0,0,0,0,0,0,0,0
"31649","MIR363",0,0,0,0,0,0,0,0,0,0
"31650","MIR20B",0,0,0,0,0,0,0,0,0,0
"31651","MIR18B",0,0,0,0,0,0,0,0,0,0
"31652","MIR433",0,0,0,1,0,2,0,0,0,1
"31653","SERTAD4-AS1",288,250,277,123,176,146,297,261,165,245
"31654","MIR431",0,0,0,0,0,0,0,0,0,1
"31655","CYP20A1",295,303,256,352,334,340,368,420,314,390
"31656","SNORA6",20,29,32,30,30,48,38,36,33,45
"31657","SNORA10",44,33,33,39,35,40,32,35,43,52
"31658","SPC25",902,1053,877,791,908,847,1460,1664,1332,1787
"31659","ABHD6",314,350,312,358,327,334,354,347,328,442
"31660","NMRAL1",29,23,29,9,13,16,11,16,17,25
"31661","LRTM1",0,0,0,0,0,0,0,0,0,1
"31662","MIF4GD",500,481,427,521,487,505,366,335,424,486
"31663","PTH",1,0,1,1,0,0,0,0,0,0
"31664","SCYL1",2089,1899,1756,2001,2076,2185,1867,1558,2208,2609
"31665","AS3MT",4,9,4,10,6,9,2,3,9,3
"31666","TMIGD3",3,6,3,5,6,2,0,3,5,1
"31667","RHBDD2",1784,1809,1505,2018,2029,2121,1971,1569,2396,2831
"31668","C3orf14",1,0,1,4,0,0,1,2,5,1
"31669","WDR18",983,892,760,969,934,1087,911,748,1001,1169
"31670","SLC24A3",16,8,14,22,15,28,24,18,24,26
"31671","PTGS1",39,45,36,47,59,50,74,58,83,90
"31672","PTGS2",41,34,36,118,119,125,51,38,93,141
"31673","PTHLH",199,207,165,194,239,236,203,219,197,276
"31674","ADAMTSL4-AS1",5,4,2,4,9,0,3,3,4,2
"31675","OBSCN-AS1",36,20,27,27,49,45,51,54,39,53
"31676","MIR329-1",0,0,0,0,0,0,0,0,0,0
"31677","MIR329-2",0,0,0,0,0,0,0,0,0,0
"31678","MIR323B",0,0,0,0,0,0,0,0,0,0
"31679","MIR451A",0,0,0,0,0,0,0,0,0,0
"31680","MIR452",0,0,0,0,0,0,0,0,0,0
"31681","MIR409",0,0,0,0,0,0,0,0,0,0
"31682","PRR9",18,21,34,44,43,42,9,7,22,22
"31683","IBA57-DT",2,2,6,4,1,5,2,2,5,3
"31684","MIR412",0,0,0,0,0,0,0,0,0,0
"31685","MIR410",0,0,0,0,0,0,0,0,0,0
"31686","MIR376B",0,0,0,0,0,0,0,0,0,0
"31687","MIR485",0,0,0,0,0,0,0,0,0,0
"31688","MIR488",0,0,0,0,0,0,0,0,0,0
"31689","MIR489",0,0,0,0,0,0,0,0,0,0
"31690","MIR490",0,0,0,0,0,0,0,0,0,0
"31691","MIR491",0,0,0,0,0,0,0,0,0,1
"31692","MIR511",0,0,0,0,0,0,0,0,0,0
"31693","MIR146B",0,0,0,0,0,0,0,0,0,0
"31694","MIR202",0,0,0,0,0,0,0,0,0,0
"31695","MIR492",0,0,0,0,0,0,1,0,1,1
"31696","MIR493",0,0,0,0,0,0,0,0,0,0
"31697","MIR432",0,0,1,1,0,0,0,0,0,0
"31698","MIR494",0,0,0,0,0,0,0,0,0,0
"31699","MIR495",0,0,0,0,0,0,0,0,0,0
"31700","MIR496",0,0,0,0,0,0,0,0,0,0
"31701","MIR193B",0,0,0,0,0,0,0,0,0,0
"31702","MIR497",0,0,0,0,0,0,0,0,0,0
"31703","MIR181D",0,1,1,2,1,0,0,0,1,1
"31704","MIR512-1",0,0,0,0,0,0,0,0,0,0
"31705","MIR512-2",0,0,0,0,0,0,0,0,0,0
"31706","NDRG3",1589,1633,1537,1604,1699,1702,1991,2009,1616,2030
"31707","MIR498",0,0,0,0,0,0,0,0,0,0
"31708","MIR520E",0,0,0,0,0,0,0,0,0,0
"31709","MIR515-1",0,0,0,0,0,0,0,0,0,0
"31710","MIR519E",0,0,0,0,0,0,0,0,0,0
"31711","MIR520F",0,0,0,0,0,0,0,0,0,0
"31712","MIR515-2",0,0,0,0,0,0,0,0,0,0
"31713","MIR519C",0,0,0,0,0,0,0,0,0,0
"31714","MIR520A",0,0,0,0,0,0,0,0,0,0
"31715","MIR526B",0,0,0,0,0,0,0,0,0,0
"31716","MIR519B",0,0,0,0,0,0,0,0,0,0
"31717","NDRG2",722,724,748,592,597,653,1009,896,828,962
"31718","MIR525",0,0,0,0,0,0,0,0,0,0
"31719","MIR523",0,0,0,0,0,0,0,0,0,0
"31720","MIR518F",0,0,0,0,0,0,0,0,0,0
"31721","MIR520B",0,0,0,0,0,0,0,0,0,0
"31722","MIR518B",0,0,0,0,0,0,0,0,0,0
"31723","MIR526A1",0,0,0,0,0,0,0,0,0,0
"31724","MIR520C",0,0,0,0,0,0,0,0,0,0
"31725","MIR518C",0,0,0,0,0,0,0,0,0,0
"31726","MIR524",0,0,0,0,0,0,0,0,0,0
"31727","MIR517A",0,0,0,0,0,0,0,0,0,0
"31728","BIRC6",4286,4196,4171,5496,6106,6090,5727,6150,5762,7651
"31729","MIR519D",0,0,0,0,0,0,0,0,0,0
"31730","MIR521-2",0,0,0,0,0,0,0,0,0,0
"31731","MIR520D",0,0,0,0,0,0,0,0,0,0
"31732","MIR517B",0,0,0,0,0,0,0,0,0,0
"31733","MIR520G",0,0,0,0,0,0,0,0,0,0
"31734","MIR516B2",0,0,0,0,0,0,0,0,0,0
"31735","MIR526A2",0,0,0,0,0,0,0,0,0,0
"31736","MIR518E",0,0,0,0,0,0,0,0,0,0
"31737","MIR518A1",0,0,0,0,0,0,0,0,0,0
"31738","MIR518D",0,0,0,0,0,0,0,0,0,0
"31739","PLEKHG5",454,379,352,435,422,463,270,232,281,354
"31740","MIR516B1",0,0,0,0,0,0,0,0,0,0
"31741","MIR518A2",0,0,0,0,0,0,0,0,0,0
"31742","MIR517C",0,0,0,0,0,0,0,0,0,0
"31743","MIR520H",0,0,0,0,0,0,0,0,0,0
"31744","MIR521-1",0,0,0,0,0,0,0,0,0,0
"31745","MIR522",0,0,0,0,0,0,0,0,0,0
"31746","MIR519A1",0,0,0,0,0,0,0,0,0,0
"31747","MIR527",0,0,0,0,0,0,0,0,0,0
"31748","MIR516A1",0,0,0,0,0,0,0,0,0,0
"31749","MIR516A2",0,0,0,0,0,0,0,0,0,0
"31750","PTH1R",8,2,10,7,4,9,5,8,7,9
"31751","MIR519A2",0,0,0,0,0,0,0,0,0,0
"31752","MIR499A",0,0,1,2,4,1,1,1,1,2
"31753","MIR500A",0,0,0,0,0,0,0,0,0,0
"31754","MIR501",0,0,0,0,0,0,0,0,0,0
"31755","MIR502",0,0,0,0,0,0,0,0,0,0
"31756","MIR450A2",0,0,0,0,0,0,0,0,0,0
"31757","MIR503",0,0,0,0,0,0,0,0,0,0
"31758","MIR504",0,0,0,0,0,0,0,0,0,0
"31759","MIR505",0,0,0,0,0,0,0,0,0,0
"31760","MIR513A1",0,0,0,0,0,0,0,0,0,0
"31761","TENM2",6303,6296,5766,3709,3856,3969,3646,3440,1838,2407
"31762","MIR513A2",0,0,0,0,0,0,0,0,0,0
"31763","MIR506",0,0,0,0,0,0,0,0,0,0
"31764","MIR507",0,0,0,0,0,0,0,0,0,0
"31765","MIR508",0,0,0,0,0,0,0,0,0,0
"31766","MIR509-1",0,0,0,0,0,0,0,0,0,0
"31767","MIR510",0,0,0,0,0,0,0,0,0,0
"31768","MIR514A1",0,0,0,0,0,0,0,0,0,0
"31769","MIR514A2",0,0,0,0,0,0,0,0,0,0
"31770","MIR514A3",0,0,0,0,0,0,0,0,0,0
"31771","GALNT16",305,331,275,167,184,165,470,407,214,319
"31772","DSCAML1",7,3,5,10,9,8,3,1,6,4
"31773","UGT2A2",0,0,1,1,0,0,0,1,0,0
"31774","LOC574538",3,2,1,4,1,2,0,0,0,0
"31775","REXO1",960,853,737,1052,1124,1149,915,773,1093,1476
"31776","KIAA1143",537,557,542,598,624,563,726,767,612,873
"31777","TMCC3",59,49,43,40,44,34,37,34,40,35
"31778","GATAD2B",1140,1183,1055,1289,1434,1377,1454,1467,1400,1872
"31779","PTH2R",0,0,0,3,2,2,2,1,3,7
"31780","PPM1H",197,193,207,275,274,309,183,180,176,257
"31781","ISY1",434,442,428,403,464,429,600,657,522,660
"31782","MYORG",1100,1059,962,837,906,984,1021,925,743,1002
"31783","AMIGO1",380,400,342,424,456,480,421,409,454,580
"31784","STRIP2",587,572,485,604,606,676,461,481,508,662
"31785","TBC1D24",740,710,590,740,722,757,740,703,852,937
"31786","SCAF4",1201,1165,1112,1248,1275,1264,1626,1612,1672,2169
"31787","HHATL",0,1,0,2,2,0,0,2,0,0
"31788","SLC12A5",80,72,61,44,59,49,131,88,65,67
"31789","PNMA8B",0,0,0,1,0,0,0,0,0,0
"31790","PTK2",3573,3522,3445,3861,4097,4125,4083,4194,3750,5096
"31791","LRRC47",681,725,614,667,671,679,720,669,751,862
"31792","ERMN",0,1,0,0,0,1,0,1,1,1
"31793","CNOT6",1906,2057,1796,2798,2900,2800,2398,2738,2605,3454
"31794","ZNF512B",351,328,290,256,254,274,349,273,279,337
"31795","ZNF490",93,80,88,161,161,172,137,127,111,141
"31796","PLEKHH1",663,640,569,840,887,838,568,555,495,630
"31797","GRAMD1B",378,404,370,469,521,554,390,360,444,562
"31798","SHROOM4",2,2,2,6,8,9,2,2,1,4
"31799","USP31",720,751,730,645,769,770,940,903,938,1236
"31800","PRR12",1091,1123,844,901,924,952,1334,1035,1239,1607
"31801","PLEKHG1",384,393,307,597,585,545,309,313,238,272
"31802","KIAA1210",19,16,14,14,8,21,53,47,46,52
"31803","CRACD",525,472,465,469,495,553,1023,1000,769,1012
"31804","RNF150",283,290,223,112,80,81,600,686,174,207
"31805","NLN",1519,1639,1513,1036,1070,1155,2382,2549,1481,2131
"31806","ESYT2",1471,1407,1279,1936,1937,1960,1225,1264,1388,1720
"31807","ODF2L",799,858,730,1099,1209,1046,1035,1239,906,1309
"31808","AHRR",237,239,204,264,256,250,210,198,159,181
"31809","ARID1B",2205,2228,1958,1579,1644,1722,3506,3343,2344,3154
"31810","HEG1",2890,2953,2557,1403,1509,1481,4564,4697,1882,2520
"31811","RIMKLB",2285,2316,2161,2918,3152,2975,3083,3277,2930,4036
"31812","NWD2",0,1,1,24,10,14,3,5,56,80
"31813","MRTFB",1793,1908,1731,1553,1630,1593,2014,2069,1504,1890
"31814","LRFN2",1,1,2,1,3,0,3,1,1,3
"31815","KIDINS220",1745,1784,1664,2139,2370,2339,2339,2492,2291,3128
"31816","ADGRB1",871,747,743,853,825,917,648,448,929,977
"31817","CFAP92",207,180,184,204,195,213,269,235,229,293
"31818","NLGN4X",198,197,204,147,153,169,175,182,146,187
"31819","MTA3",1218,1347,1290,1415,1402,1457,1834,1774,1526,2026
"31820","AARS2",1232,1168,1027,1534,1633,1581,1342,1186,1406,1694
"31821","MAVS",2434,2541,2295,2590,2744,2776,2714,2494,2072,2739
"31822","ZNF608",1380,1372,1240,1416,1405,1468,2401,2470,1844,2419
"31823","INTS2",1126,1227,1063,1540,1705,1524,1487,1630,1567,2052
"31824","MTUS1",636,668,577,848,891,916,1205,1378,1355,1853
"31825","XPO5",3513,3595,3377,3061,3372,3459,4666,4707,4301,5853
"31826","COG6",462,517,480,613,685,569,599,625,439,518
"31827","GPR158",187,213,169,300,322,306,371,402,341,448
"31828","CASKIN2",888,826,656,759,774,842,641,525,697,899
"31829","ARHGAP31",931,973,851,728,724,815,917,894,617,779
"31830","SERINC1",2131,2151,1900,3068,3228,3121,2730,3054,2846,3580
"31831","STARD9",943,889,876,1055,1142,1062,887,902,862,1155
"31832","HECW2",312,289,288,192,232,234,285,289,152,199
"31833","RPTOR",1438,1250,1101,1717,1797,1948,1293,1062,1399,1781
"31834","SRGAP1",344,343,324,504,571,531,388,400,392,499
"31835","NYNRIN",1050,1084,985,809,857,824,1746,1509,825,920
"31836","CASKIN1",518,504,388,439,463,493,594,518,545,788
"31837","PCDH19",15,10,8,9,13,13,22,22,16,28
"31838","KCTD16",117,121,114,125,136,105,308,355,328,481
"31839","RTL9",42,43,27,39,43,41,24,23,29,41
"31840","PTK6",21,11,14,15,12,15,17,16,24,28
"31841","CGN",435,461,382,253,250,304,315,291,285,331
"31842","HACE1",261,269,241,363,403,338,325,335,310,457
"31843","NUFIP2",3854,4008,3674,3891,4411,4070,4894,5455,4494,6159
"31844","TBC1D14",937,939,904,1033,1116,1110,1133,1018,1111,1522
"31845","MIB1",2136,2351,2060,1843,1981,1777,2550,2785,1568,2043
"31846","ELAPOR1",331,321,317,511,543,572,147,130,143,231
"31847","KIAA1328",182,196,169,175,173,175,193,223,183,254
"31848","SORCS2",257,212,222,215,199,212,181,132,126,177
"31849","ALPK3",39,37,24,49,49,76,16,22,29,41
"31850","WDR35",557,612,584,767,802,696,833,876,799,1098
"31851","PTK7",2780,2693,2408,2317,2344,2634,3027,2498,2568,3169
"31852","DISP3",6,2,1,4,4,2,0,1,9,10
"31853","ZNF398",142,158,144,161,163,177,184,191,175,222
"31854","KLHL42",1140,1183,1028,773,775,839,1414,1400,988,1257
"31855","TXNDC16",189,225,174,229,269,233,340,435,430,470
"31856","CC2D2A",554,506,506,484,483,527,631,700,622,829
"31857","PDP2",960,916,916,969,1101,1100,616,620,561,768
"31858","ZNF624",74,92,62,112,122,134,192,227,174,290
"31859","IGSF9",602,555,452,234,227,265,518,441,366,460
"31860","TAOK1",3613,3877,3528,3701,4019,3732,4766,5236,3374,4431
"31861","NCEH1",497,445,474,784,795,811,320,290,421,555
"31862","MICAL3",1636,1534,1370,1423,1539,1564,1635,1457,1721,2151
"31863","LRRC7",13,9,16,9,4,7,12,19,10,8
"31864","NLGN2",2566,2532,2158,1992,2038,2175,3073,2451,2309,2999
"31865","SEMA6A",144,143,123,266,262,279,278,245,250,313
"31866","USP35",677,642,643,894,914,906,740,653,720,888
"31867","STAMBPL1",315,365,368,376,458,455,518,542,638,875
"31868","TWF1",3048,3347,3033,4155,4640,4213,4081,4813,4095,5669
"31869","IFT80",262,247,251,341,348,324,397,393,339,417
"31870","ARRDC3",590,602,551,928,974,848,1022,1221,1042,1483
"31871","CEP126",290,297,300,530,588,492,470,508,415,565
"31872","KLHL8",598,727,610,719,774,762,912,1025,822,1071
"31873","KLHL14",45,49,52,65,79,80,77,88,101,133
"31874","ZNF319",247,237,216,305,279,314,175,179,168,205
"31875","SIPA1L2",6,2,3,3,5,2,7,6,11,19
"31876","ARHGAP20",63,73,49,82,107,90,84,114,150,216
"31877","PTMA",16483,16610,15935,14834,17017,15559,24972,25189,21851,29946
"31878","TRMT5",832,899,880,960,1024,1010,1061,1161,1057,1433
"31879","CARNS1",42,28,31,22,21,27,34,20,7,10
"31880","DOCK6",787,756,615,771,816,918,847,638,734,950
"31881","ZNF471",137,146,143,186,179,185,226,213,158,215
"31882","MARCHF4",1281,1111,1208,960,1116,1078,557,493,473,608
"31883","PCDH10",1,0,2,0,1,0,3,1,3,1
"31884","KIF17",230,215,173,188,196,239,81,87,84,114
"31885","CCDC191",125,111,134,171,187,164,128,136,99,133
"31886","UNC79",11,13,12,7,9,7,14,14,8,6
"31887","FAM135A",570,616,585,619,723,680,724,822,591,739
"31888","PREX1",2025,2094,1840,1512,1669,1748,3022,2604,2437,3027
"31889","KCNT1",6,8,7,12,13,20,5,9,25,26
"31890","TMEM181",1790,1875,1666,1812,2041,2011,2346,2538,2046,2838
